order_id,customer_id,order_date,ship_date,status,total_amount,payment_method,notes
103864,1772,02-26-2023,2023/03/04,delivered,602.60,boleto,delay_expected
103865,1746,2025-09-21,22-Sep-2025,shipped,186.06,boleto,fragile
103866,1459,13/06/2024,06-20-2024,cancelled,672.36,pix,fragile
103867,1069,2024/04/14,2024/04/24,pending,802.54,pix,delay_expected
103868,1900,27-Aug-2024,28-Aug-2024,shipped,497.37,pix,
103869,1563,2025-04-05,17-Apr-2025,cancelled,146.23,boleto,
103870,1379,2023/02/04,05/02/2023,delivered,411.70,paypal,fragile
103871,1798,12-May-2023,19-May-2023,shipped,32.95,boleto,fragile
103872,1533,08-17-2025,27-Aug-2025,delivered,116.08,boleto,priority
103873,1484,2023/04/16,30/04/2023,shipped,829.73,pix,delay_expected
103874,1417,07-26-2024,2024/08/04,delivered,764.14,credit_card,fragile
103875,1203,2024/07/02,2024/07/13,shipped,374.54,pix,delay_expected
103876,1803,09-07-2023,20-9-2023,delivered,758.43,paypal,fragile
103877,1133,2023-12-29,01-Jan-2024,returned,738.70,credit_card,gift_wrap
103878,1327,04-05-2025,2025/04/08,shipped,757.29,paypal,gift_wrap
103879,1539,22/01/2023,01-24-2023,pending,63.97,paypal,gift_wrap
103880,1781,07-Nov-2023,14-Nov-2023,returned,430.98,credit_card,
103881,1375,2024/10/06,10-08-2024,pending,279.12,pix,
103882,1892,04-29-2025,04-May-2025,shipped,134.47,paypal,
103883,1913,07-Aug-2024,18-Aug-2024,delivered,625.70,pix,fragile
103884,1756,13-Dec-2024,2024/12/24,shipped,221.45,pix,fragile
103885,1168,11-08-2023,2023-11-17,shipped,526.36,boleto,first-time customer
103886,1801,02-20-2025,03-03-2025,cancelled,872.61,paypal,fragile
103887,1687,2024-09-14,09-26-2024,shipped,907.65,credit_card,priority
103888,1893,12-Jul-2025,2025/07/21,shipped,169.89,pix,
103889,1703,2024/08/12,20-Aug-2024,shipped,450.58,credit_card,fragile
103890,1975,27-Aug-2024,03-Sep-2024,delivered,107.13,credit_card,first-time customer
103891,1558,2023/10/29,2023-11-09,shipped,105.64,pix,priority
103892,1418,30/01/2024,02-03-2024,shipped,112.46,paypal,fragile
103893,1463,09/02/2024,12-Feb-2024,shipped,500.68,pix,fragile
103894,1038,2024-07-22,2024/08/02,pending,904.22,boleto,
103895,1792,2024-05-22,23/05/2024,shipped,944.02,credit_card,priority
103896,1788,2023/09/16,,shipped,41.71,pix,priority
103897,1378,2023/07/09,15-Jul-2023,delivered,147.72,paypal,gift_wrap
103898,1745,01-13-2024,,returned,575.49,boleto,gift_wrap
103899,1571,02-15-2023,23/02/2023,pending,193.40,boleto,fragile
103900,1401,08-11-2025,2025/08/16,returned,7.42,pix,gift_wrap
103901,1318,03-23-2024,28-3-2024,pending,695.32,boleto,priority
103902,1158,11-30-2023,02/12/2023,delivered,433.09,boleto,
103903,1546,2023-09-19,2023-09-25,shipped,354.81,boleto,
103904,1370,02/03/2025,8-3-2025,shipped,543.46,credit_card,delay_expected
103905,1662,16-Jun-2025,28/06/2025,shipped,155.54,boleto,first-time customer
103906,1708,10/11/2024,2024-11-14,delivered,251.99,paypal,fragile
103907,1253,07/09/2023,2023/09/10,shipped,437.25,pix,delay_expected
103908,1880,07-May-2023,12-May-2023,delivered,641.96,paypal,
103909,1702,04-Jun-2023,2023-06-14,shipped,491.54,paypal,first-time customer
103910,1849,2025/01/15,20-Jan-2025,delivered,9.55,pix,first-time customer
103911,1432,2025/07/08,2025-07-12,pending,399.85,boleto,
103912,1460,2024-09-03,08/09/2024,shipped,536.34,boleto,first-time customer
103913,1326,2025-03-25,03-27-2025,shipped,16.27,boleto,fragile
103914,1059,2025-06-08,12-Jun-2025,cancelled,368.54,boleto,
103915,1282,04/03/2025,03-13-2025,shipped,263.79,credit_card,
103916,1822,2023-03-28,10-Apr-2023,shipped,187.43,paypal,priority
103917,1406,08/02/2023,19/02/2023,shipped,952.15,boleto,first-time customer
103918,1982,2023-12-11,20/12/2023,delivered,894.29,credit_card,
103919,1345,2023/02/14,2023-02-15,pending,867.12,paypal,gift_wrap
103920,1139,27-Dec-2024,29-Dec-2024,shipped,357.05,paypal,delay_expected
103921,1955,2024-01-19,2024-01-23,delivered,559.37,boleto,
103922,1453,03/09/2025,2025/09/07,pending,284.17,boleto,delay_expected
103923,1633,11-Jan-2023,2023-01-14,shipped,791.52,paypal,first-time customer
103924,1040,2024-05-08,2024/05/19,shipped,826.20,paypal,delay_expected
103925,1547,13-May-2025,2025/05/15,shipped,121.62,pix,first-time customer
103926,1803,26/04/2025,06/05/2025,delivered,331.33,credit_card,
103927,1686,23/05/2025,2025/06/06,delivered,370.99,boleto,gift_wrap
103928,1549,02-16-2024,2024-02-21,pending,814.92,boleto,gift_wrap
103929,1771,14/03/2024,24/03/2024,shipped,353.63,pix,gift_wrap
103930,1851,07-29-2025,2025-08-07,pending,742.98,paypal,
103931,1055,19/01/2025,2025-02-01,delivered,767.06,credit_card,priority
103932,1242,04-23-2023,2023-05-03,pending,87.98,paypal,
103933,1632,24/11/2024,2024-11-28,delivered,437.60,boleto,
103934,1055,04-Dec-2024,11/12/2024,delivered,401.61,boleto,first-time customer
103935,1096,2023-10-27,2023-10-30,pending,90.29,paypal,
103936,1596,10-30-2023,11-11-2023,delivered,605.70,pix,
103937,1612,2025-07-06,,delivered,814.81,paypal,
103938,1828,08-27-2023,09-03-2023,shipped,91.59,paypal,first-time customer
103939,1270,23/04/2023,24/04/2023,delivered,972.78,paypal,fragile
103940,1055,2024/02/11,02-18-2024,shipped,967.03,pix,fragile
103941,1294,03-25-2023,2023/03/31,shipped,155.40,paypal,
103942,1952,2024/09/24,05/10/2024,shipped,126.41,paypal,delay_expected
103943,1931,14-May-2025,26-May-2025,delivered,103.14,credit_card,priority
103944,1116,2023-04-06,18/04/2023,shipped,806.94,pix,priority
103945,1989,2024/03/02,2024/03/13,pending,742.37,pix,
103946,1944,2023/01/01,01-07-2023,returned,545.03,credit_card,first-time customer
103947,1914,2023-05-06,2023-05-13,shipped,390.02,boleto,gift_wrap
103948,1116,17/04/2023,2023-04-26,returned,524.74,credit_card,fragile
103949,1960,09-08-2023,2023/09/15,shipped,35.50,credit_card,gift_wrap
103950,1665,08-10-2025,2025-08-13,delivered,873.78,boleto,
103951,1125,03-07-2024,03-20-2024,delivered,708.83,credit_card,
103952,1899,04-29-2024,2024/05/10,pending,910.03,boleto,first-time customer
103953,1863,2023/03/05,2023-03-10,delivered,425.62,pix,fragile
103954,1530,06-Apr-2025,04-08-2025,cancelled,241.88,paypal,fragile
103955,1066,2025/05/15,20/05/2025,pending,435.99,pix,delay_expected
103956,1009,2024-03-16,2024-03-27,pending,882.24,paypal,gift_wrap
103957,1229,10-19-2024,31/10/2024,cancelled,758.13,credit_card,fragile
103958,1868,2024-12-01,12-10-2024,shipped,378.86,credit_card,delay_expected
103959,1539,2023-08-21,09-02-2023,cancelled,491.01,paypal,first-time customer
103960,1718,08-17-2023,31-Aug-2023,shipped,434.86,paypal,
103961,1436,05-29-2024,2024-06-04,returned,842.52,pix,
103962,1004,25-Mar-2025,2025-03-26,shipped,623.27,paypal,priority
103963,1755,09-27-2024,09-28-2024,pending,353.35,boleto,delay_expected
103964,1273,02/04/2024,11/04/2024,delivered,608.31,boleto,priority
103965,1962,2024-10-12,,shipped,273.06,paypal,first-time customer
103966,1525,23-Oct-2024,,delivered,996.91,credit_card,fragile
103967,1206,2023-04-02,2023/04/13,delivered,335.58,boleto,delay_expected
103968,1845,20/06/2025,2025/06/22,shipped,141.32,credit_card,
103969,1853,08-Aug-2023,2023-08-21,shipped,690.62,credit_card,priority
103970,1285,21/03/2025,02/04/2025,shipped,652.31,boleto,gift_wrap
103971,1260,2023-07-04,2023-07-09,cancelled,189.21,paypal,delay_expected
103972,1492,2023-09-25,04-Oct-2023,delivered,291.05,pix,
103973,1678,04-Dec-2023,18/12/2023,delivered,904.29,credit_card,
103974,1372,03-Jan-2024,13-Jan-2024,shipped,298.91,boleto,fragile
103975,1599,2023/12/23,2024-01-01,shipped,682.61,credit_card,first-time customer
103976,1087,09-03-2023,2023-09-14,shipped,211.44,credit_card,
103977,1192,2024-01-17,22-Jan-2024,shipped,527.64,pix,gift_wrap
103978,1106,24/06/2023,06/07/2023,delivered,906.82,paypal,
103979,1770,2023/11/26,,delivered,765.31,pix,first-time customer
103980,1853,18/04/2023,27-Apr-2023,delivered,959.00,boleto,fragile
103981,1126,2023-08-19,31/08/2023,shipped,58.81,credit_card,delay_expected
103982,1610,2023/08/03,,pending,235.73,paypal,
103983,1276,01-Jan-2025,14/01/2025,shipped,201.36,pix,gift_wrap
103984,1758,03/04/2025,05/04/2025,shipped,672.79,pix,fragile
103985,1862,01-11-2024,2024-01-19,pending,914.20,pix,priority
103986,1519,15/06/2024,2024-06-20,returned,-780.16,boleto,delay_expected
103987,1237,06-13-2024,,delivered,730.51,pix,fragile
103988,1998,20/07/2024,07-29-2024,shipped,74.80,pix,fragile
103989,1102,25/11/2023,2023-11-26,shipped,419.01,paypal,
103990,1678,2024/12/15,19-Dec-2024,delivered,73.74,paypal,gift_wrap
103991,1106,13-Sep-2025,25-Sep-2025,shipped,209.53,credit_card,
103992,1701,28/02/2023,2023/03/10,pending,948.18,paypal,delay_expected
103993,1216,2023/01/29,,shipped,141.44,credit_card,
103994,1941,15-Jan-2024,2024-01-23,shipped,828.98,paypal,gift_wrap
103995,1305,17-Mar-2024,03-25-2024,delivered,921.38,credit_card,
103996,1336,04/05/2025,14/05/2025,shipped,915.62,paypal,delay_expected
103997,1132,2023/01/25,06-Feb-2023,shipped,550.99,credit_card,
103998,1712,09-25-2025,,delivered,103.22,paypal,delay_expected
103999,1960,08-14-2025,2025/08/21,delivered,745.40,credit_card,
104000,1269,29/10/2023,,shipped,60.25,pix,
104001,1943,01-14-2024,2024-01-27,shipped,178.42,credit_card,gift_wrap
104002,1510,03-29-2025,2025-04-08,delivered,28.92,boleto,priority
104003,1080,2023-11-07,2023/11/18,cancelled,24.01,credit_card,
104004,1804,2023/10/06,2023-10-15,pending,890.01,credit_card,
104005,1422,09-18-2023,26/09/2023,shipped,967.93,paypal,priority
104006,1416,01-20-2023,29/01/2023,delivered,399.33,boleto,priority
104007,1061,27/03/2023,04-08-2023,delivered,93.73,credit_card,first-time customer
104008,1109,2025/03/22,2025-04-02,shipped,121.91,pix,delay_expected
104009,1246,04-22-2023,2023-04-30,delivered,260.44,paypal,gift_wrap
104010,1972,2025/04/03,15/04/2025,delivered,833.99,credit_card,gift_wrap
104011,1985,03/07/2025,2025-07-06,shipped,404.99,credit_card,first-time customer
104012,1986,2024-01-20,01-25-2024,shipped,422.32,pix,
104013,1517,13/09/2024,18-Sep-2024,shipped,510.95,credit_card,
104014,1818,25/03/2025,04-05-2025,delivered,933.87,boleto,
104015,1766,01-04-2025,01-06-2025,delivered,302.84,pix,
104016,1588,11-07-2024,21-Nov-2024,shipped,408.15,boleto,gift_wrap
104017,1573,29-Jan-2025,2025/01/30,delivered,481.03,paypal,fragile
104018,1874,2024/08/08,08-16-2024,shipped,857.19,pix,
104019,1875,2024/07/04,07-Jul-2024,shipped,444.33,paypal,fragile
104020,1973,2024-02-14,16-Feb-2024,pending,367.96,paypal,
104021,1350,13-Aug-2024,21-Aug-2024,shipped,928.71,credit_card,delay_expected
104022,1430,2025/02/09,02-11-2025,delivered,438.89,boleto,
104023,1605,2024/10/29,11-09-2024,delivered,480.08,paypal,
104024,1278,02-04-2023,2023-02-18,pending,368.36,credit_card,gift_wrap
104025,1377,09-12-2025,17-Sep-2025,returned,878.67,pix,first-time customer
104026,1645,2023/08/10,15-Aug-2023,shipped,339.95,pix,gift_wrap
104027,1484,2024/02/04,02-18-2024,delivered,8.21,pix,
104028,1920,16/12/2023,2023/12/27,delivered,472.80,boleto,fragile
104029,1334,19-Nov-2024,27-Nov-2024,shipped,276.34,boleto,gift_wrap
104030,1436,2025/04/16,,shipped,426.55,credit_card,
104031,1796,2024/04/20,25/04/2024,cancelled,771.42,pix,first-time customer
104032,1047,2023/02/27,2023/03/06,shipped,480.81,paypal,gift_wrap
104033,1142,2023/10/12,2023-10-17,shipped,392.64,paypal,delay_expected
104034,1875,2025/05/06,05-12-2025,pending,391.26,credit_card,priority
104035,1487,2024-06-26,2024-07-05,shipped,50.85,credit_card,first-time customer
104036,1870,02-06-2025,16/02/2025,delivered,482.92,boleto,first-time customer
104037,1442,10/08/2024,2024-08-15,shipped,94.84,paypal,gift_wrap
104038,1360,18-Jul-2025,20/07/2025,shipped,304.02,pix,
104039,1109,09/07/2024,07-19-2024,shipped,360.44,pix,
104040,1669,2023-05-29,2023-06-12,delivered,604.72,paypal,fragile
104041,1661,08-16-2024,08-26-2024,delivered,559.84,boleto,gift_wrap
104042,1901,06-01-2025,2025/06/10,shipped,720.91,boleto,priority
104043,1645,03-07-2025,,shipped,817.21,boleto,
104044,1809,2023-05-20,2023-05-30,shipped,360.96,pix,priority
104045,1434,30-Mar-2024,04-04-2024,returned,-704.44,paypal,first-time customer
104046,1571,2025/01/05,13/01/2025,delivered,880.29,pix,
104047,1820,25-Jun-2023,2023/07/03,shipped,500.37,paypal,delay_expected
104048,1301,2023/01/19,02/02/2023,shipped,866.87,paypal,priority
104049,1767,2023-10-16,24-Oct-2023,pending,23.16,credit_card,priority
104050,1917,2023/01/09,19-Jan-2023,delivered,283.43,boleto,fragile
104051,1948,2023/07/04,07-13-2023,cancelled,225.91,pix,priority
104052,1596,08-03-2023,2023-08-05,delivered,720.68,pix,priority
104053,1863,2023-08-19,2023-08-27,delivered,717.25,paypal,priority
104054,1094,2025/07/15,16/07/2025,pending,944.00,paypal,first-time customer
104055,1241,03-May-2025,2025-05-14,delivered,875.38,credit_card,gift_wrap
104056,1296,02/08/2024,04-Aug-2024,cancelled,162.27,boleto,gift_wrap
104057,1267,2023-01-16,01-20-2023,shipped,694.00,paypal,fragile
104058,1937,10-27-2024,01-Nov-2024,delivered,835.37,paypal,
104059,1570,2024-12-29,12-30-2024,pending,894.71,boleto,
104060,1585,08-24-2025,2025-09-07,delivered,155.35,paypal,delay_expected
104061,1818,06-29-2025,2025/07/12,cancelled,420.05,pix,priority
104062,1862,07-01-2025,2025-07-07,delivered,173.30,pix,fragile
104063,1775,2023/02/28,05-Mar-2023,shipped,114.08,paypal,priority
104064,1900,19-Apr-2023,2023-05-02,shipped,560.28,credit_card,fragile
104065,1987,2024-07-23,08-02-2024,shipped,492.66,boleto,fragile
104066,1561,01-26-2024,01-31-2024,pending,302.50,pix,gift_wrap
104067,1996,08-04-2025,2025-08-16,shipped,65.28,pix,
104068,1336,2025-04-18,2025/04/29,delivered,882.58,paypal,delay_expected
104069,1632,2025/08/28,,pending,67.45,credit_card,priority
104070,1928,2025-08-07,2025-08-14,shipped,15.56,paypal,delay_expected
104071,1271,2023/08/14,22/08/2023,shipped,652.30,paypal,fragile
104072,1107,2024-11-30,2024-12-02,shipped,34.15,paypal,fragile
104073,1704,2025/05/01,03-May-2025,delivered,10.42,paypal,fragile
104074,1183,06-03-2024,2024-06-09,shipped,430.75,paypal,fragile
104075,1443,2024/03/14,16/03/2024,delivered,180.99,boleto,priority
104076,1120,23/09/2023,,cancelled,796.57,credit_card,priority
104077,1974,06-30-2023,2023/07/09,delivered,466.55,pix,
104078,1916,20-Jun-2024,07-01-2024,shipped,809.37,pix,gift_wrap
104079,1899,2025/03/02,16-Mar-2025,pending,180.48,boleto,priority
104080,1816,2023-05-13,2023-05-20,delivered,542.02,boleto,priority
104081,1673,2023-02-09,2023-02-23,delivered,401.23,boleto,fragile
104082,1923,01-16-2024,2024-01-26,shipped,899.52,credit_card,fragile
104083,1155,2024/08/09,2024/08/15,delivered,747.48,paypal,
104084,1135,03-10-2025,2025/03/24,pending,148.57,credit_card,delay_expected
104085,1334,06-13-2025,2025-06-26,shipped,271.89,paypal,delay_expected
104086,1474,19/04/2025,2025/04/30,delivered,818.14,boleto,gift_wrap
104087,1913,2023-05-01,12-5-2023,shipped,542.21,pix,first-time customer
104088,1773,08-Apr-2025,04-09-2025,shipped,229.02,pix,
104089,1424,02-Jan-2023,2023/01/16,delivered,386.89,boleto,fragile
104090,1815,01-06-2023,01-16-2023,delivered,822.33,credit_card,priority
104091,1129,15-May-2024,2024/05/18,shipped,118.01,boleto,
104092,1786,02-18-2023,2023-03-03,delivered,547.69,pix,fragile
104093,1493,03-Aug-2023,04/08/2023,shipped,29.24,boleto,delay_expected
104094,1333,2025-03-13,19/03/2025,pending,695.00,pix,
104095,1378,2025-07-08,2025/07/14,pending,801.97,paypal,gift_wrap
104096,1793,2023-12-20,22-Dec-2023,delivered,124.76,pix,
104097,1367,2025-02-05,2025-02-07,shipped,633.79,credit_card,priority
104098,1382,03-11-2023,21/03/2023,shipped,772.83,paypal,fragile
104099,1148,2025/03/14,24/03/2025,shipped,838.18,boleto,
104100,1154,11-21-2024,2024/11/25,delivered,370.13,boleto,fragile
104101,1449,24/03/2023,07/04/2023,shipped,611.70,pix,delay_expected
104102,1660,17-Nov-2023,2023/11/19,shipped,290.73,boleto,fragile
104103,1991,03-13-2024,03-17-2024,delivered,968.88,pix,priority
104104,1565,2025-02-17,03-02-2025,delivered,916.57,paypal,gift_wrap
104105,1668,2025-08-09,2025/08/19,delivered,782.15,boleto,gift_wrap
104106,1131,2023-07-23,05/08/2023,delivered,693.04,boleto,
104107,1395,05/01/2023,15/01/2023,shipped,262.21,credit_card,
104108,1793,05-May-2025,05-12-2025,shipped,812.72,boleto,fragile
104109,1164,04-20-2024,2024/04/29,shipped,505.95,pix,first-time customer
104110,1497,18-Jul-2023,,shipped,528.23,boleto,first-time customer
104111,1874,14-Feb-2023,16-Feb-2023,shipped,298.13,paypal,
104112,1477,2024-01-06,2024-01-13,shipped,661.93,paypal,
104113,1471,24/06/2024,2024/07/05,shipped,576.11,credit_card,
104114,1905,2025/07/09,18-Jul-2025,pending,907.34,paypal,delay_expected
104115,1744,05/06/2025,2025/06/14,shipped,929.25,paypal,delay_expected
104116,1693,05-Apr-2024,16-Apr-2024,cancelled,459.06,paypal,
104117,1042,2024-07-24,2024-07-29,cancelled,914.55,pix,gift_wrap
104118,1930,2024/06/27,06-28-2024,delivered,536.31,boleto,priority
104119,1815,22-Nov-2023,04/12/2023,shipped,186.88,boleto,
104120,1516,2024-12-05,2024/12/12,shipped,323.58,paypal,gift_wrap
104121,1227,2024-10-17,29/10/2024,shipped,177.11,pix,gift_wrap
104122,1246,2024-03-25,06-Apr-2024,shipped,28.01,credit_card,priority
104123,1327,13-May-2024,2024/05/15,shipped,82.44,boleto,
104124,1684,2023/12/13,18-Dec-2023,shipped,723.99,boleto,first-time customer
104125,1508,26-Sep-2025,2025-09-30,shipped,864.70,paypal,fragile
104126,1032,06-24-2024,2024/07/02,shipped,18.48,credit_card,priority
104127,1301,2024/02/21,2024/03/02,shipped,320.03,paypal,priority
104128,1323,07-13-2025,07-18-2025,shipped,424.80,paypal,first-time customer
104129,1586,2024-09-13,2024/09/16,shipped,274.95,paypal,gift_wrap
104130,1321,03-03-2025,12/03/2025,shipped,672.57,boleto,first-time customer
104131,1822,27-Jul-2023,06/08/2023,pending,648.66,pix,fragile
104132,1757,07/03/2024,2024-03-14,shipped,404.44,paypal,priority
104133,1053,07-26-2024,08-06-2024,delivered,581.72,paypal,first-time customer
104134,1641,2024-01-10,2024-01-11,pending,430.82,pix,
104135,1847,07-Feb-2023,2023-02-09,shipped,857.86,credit_card,
104136,1440,02-06-2024,02-16-2024,shipped,314.43,boleto,
104137,1485,25-Jun-2025,2025/07/09,delivered,862.88,boleto,
104138,1933,10-24-2024,05-Nov-2024,shipped,934.27,paypal,gift_wrap
104139,1202,2023/02/27,2023/03/03,delivered,376.65,paypal,delay_expected
104140,1046,2025/02/06,,shipped,669.50,credit_card,
104141,1506,06/04/2023,11-4-2023,pending,38.36,credit_card,fragile
104142,1151,2024/04/14,19-Apr-2024,cancelled,763.97,paypal,priority
104143,1441,11-20-2024,,shipped,196.50,paypal,fragile
104144,1269,2023-03-23,03-24-2023,delivered,877.83,boleto,gift_wrap
104145,1924,03-Sep-2025,11-Sep-2025,cancelled,563.14,pix,delay_expected
104146,1191,03-02-2023,03-13-2023,pending,790.42,boleto,
104147,1825,2025-06-01,2025-06-06,delivered,249.87,boleto,delay_expected
104148,1468,12-22-2024,04/01/2025,delivered,975.39,pix,priority
104149,1537,2024/03/14,2024-03-26,shipped,857.48,paypal,fragile
104150,1651,2024/10/13,23-Oct-2024,shipped,774.69,credit_card,delay_expected
104151,1419,2024-04-06,,shipped,445.08,pix,priority
104152,1628,04/06/2024,06-08-2024,pending,133.03,boleto,fragile
104153,1357,10-Sep-2025,23/09/2025,shipped,594.18,credit_card,priority
104154,1480,31-Jul-2024,06-Aug-2024,delivered,232.45,pix,fragile
104155,1119,28/10/2024,11-01-2024,shipped,718.14,paypal,gift_wrap
104156,1790,2023/01/21,25/01/2023,shipped,612.30,pix,first-time customer
104157,1460,07-06-2024,2024/07/16,shipped,692.52,credit_card,first-time customer
104158,1075,2024-10-14,17/10/2024,pending,661.71,credit_card,priority
104159,1786,22-May-2024,2024/05/26,pending,62.95,credit_card,fragile
104160,1379,2025-08-27,30/08/2025,pending,407.64,pix,gift_wrap
104161,1781,17/06/2025,2025-06-23,delivered,498.55,credit_card,priority
104162,1041,07-May-2024,20/05/2024,shipped,924.99,paypal,fragile
104163,1166,18/12/2024,28/12/2024,shipped,806.51,pix,priority
104164,1110,06-Jun-2025,06-10-2025,shipped,719.62,boleto,delay_expected
104165,1827,31-May-2023,,shipped,918.35,credit_card,priority
104166,1591,18/11/2023,23-Nov-2023,delivered,993.93,credit_card,priority
104167,1752,18/08/2023,2023/08/20,shipped,775.19,credit_card,
104168,1656,2023/11/02,09-Nov-2023,delivered,750.69,paypal,fragile
104169,1051,2023-05-26,2023-06-08,pending,530.70,pix,gift_wrap
104170,1576,01-Jan-2024,2024/01/14,pending,9.97,credit_card,gift_wrap
104171,1333,21-Aug-2023,2023/08/22,pending,616.00,credit_card,priority
104172,1908,2024/05/22,26-May-2024,shipped,577.67,boleto,gift_wrap
104173,1978,05-24-2024,06/06/2024,pending,911.27,paypal,priority
104174,1078,02-03-2025,08/02/2025,shipped,138.33,credit_card,fragile
104175,1617,2023-07-17,28-Jul-2023,shipped,784.08,credit_card,delay_expected
104176,1384,11-06-2024,2024/11/17,pending,266.39,boleto,delay_expected
104177,1989,11/08/2024,2024-08-19,delivered,453.21,boleto,gift_wrap
104178,1540,2023-12-06,2023-12-07,delivered,160.27,credit_card,gift_wrap
104179,1809,01/02/2023,,shipped,455.67,credit_card,fragile
104180,1107,10-08-2023,2023-10-14,cancelled,806.99,paypal,gift_wrap
104181,1009,2025-09-18,19/09/2025,shipped,6.46,credit_card,
104182,1401,10-31-2024,2024/11/07,shipped,844.94,paypal,priority
104183,1903,17/07/2023,07-25-2023,pending,63.37,credit_card,fragile
104184,1629,22/01/2023,01-23-2023,delivered,429.09,boleto,
104185,1496,2024-10-13,2024/10/27,delivered,337.74,paypal,first-time customer
104186,1809,01-13-2023,27-Jan-2023,shipped,951.18,credit_card,gift_wrap
104187,1427,02-Jun-2023,2023/06/12,pending,868.32,paypal,
104188,1051,2024/03/18,2024/03/28,delivered,462.34,pix,delay_expected
104189,1121,2023/05/03,2023/05/13,shipped,433.59,boleto,
104190,1291,2024/02/27,,delivered,390.31,credit_card,delay_expected
104191,1630,2024-03-06,09-Mar-2024,shipped,515.55,paypal,delay_expected
104192,1729,2024/04/25,04-May-2024,pending,778.80,paypal,priority
104193,1543,2025/01/28,2025/02/04,delivered,920.99,boleto,gift_wrap
104194,1893,2025-03-09,03-17-2025,shipped,815.30,pix,
104195,1199,22/05/2025,2025-06-05,pending,330.89,paypal,
104196,1990,03-09-2023,,pending,537.04,pix,
104197,1315,18-Aug-2025,2025-09-01,cancelled,452.13,paypal,
104198,1581,13/10/2023,2023-10-26,shipped,572.21,boleto,fragile
104199,1087,26/03/2025,2025-04-06,shipped,515.09,credit_card,gift_wrap
104200,1826,2024-08-17,,delivered,596.17,pix,fragile
104201,1288,09-04-2024,,shipped,806.38,credit_card,priority
104202,1778,17-Aug-2023,20-Aug-2023,delivered,999.66,credit_card,delay_expected
104203,1164,20-Mar-2024,2024/03/21,delivered,54.73,paypal,
104204,1074,07-02-2025,2025/07/04,delivered,391.80,credit_card,fragile
104205,1701,05-Jun-2023,2023/06/06,pending,969.23,pix,gift_wrap
104206,1352,21/07/2024,01-Aug-2024,cancelled,487.10,pix,gift_wrap
104207,1291,2023-01-07,2023-01-11,delivered,522.33,paypal,
104208,1603,25-Jul-2024,08-07-2024,cancelled,635.50,paypal,fragile
104209,1982,13-Apr-2023,27-Apr-2023,delivered,185.24,pix,
104210,1038,2023-03-26,09/04/2023,shipped,932.60,boleto,first-time customer
104211,1769,2024/05/12,,shipped,309.41,boleto,fragile
104212,1240,09-23-2024,09-28-2024,shipped,788.90,credit_card,first-time customer
104213,1004,2023-05-01,2023/05/15,cancelled,779.78,pix,
104214,1215,29-Sep-2024,05/10/2024,pending,935.42,paypal,priority
104215,1776,09-Aug-2023,11/08/2023,delivered,153.91,boleto,first-time customer
104216,1257,16/12/2024,,shipped,352.69,paypal,
104217,1442,2023/11/30,01/12/2023,shipped,17.25,pix,
104218,1789,30-Nov-2023,,delivered,783.02,boleto,delay_expected
104219,1042,02-May-2024,05-09-2024,shipped,749.76,boleto,
104220,1462,2023/01/24,01-27-2023,delivered,951.99,boleto,fragile
104221,1061,01-12-2024,2024/01/26,pending,206.85,credit_card,fragile
104222,1382,2025-05-19,,shipped,850.86,paypal,gift_wrap
104223,1794,08-09-2023,08-23-2023,delivered,446.61,pix,
104224,1714,11-Jul-2024,2024/07/18,pending,987.31,paypal,
104225,1882,04-08-2025,11-Apr-2025,shipped,996.29,boleto,gift_wrap
104226,1801,06/03/2025,03-20-2025,shipped,749.01,boleto,
104227,1811,2025/02/16,21/02/2025,cancelled,927.13,boleto,first-time customer
104228,1554,14/09/2025,09-27-2025,returned,-800.98,paypal,
104229,1058,2024-04-03,2024/04/10,shipped,798.46,boleto,delay_expected
104230,1348,2023-03-18,29/03/2023,shipped,156.20,boleto,
104231,1997,19-Aug-2024,26/08/2024,shipped,376.39,paypal,
104232,1768,28/02/2023,03-04-2023,shipped,336.39,paypal,first-time customer
104233,1035,04-Dec-2024,09/12/2024,shipped,549.38,credit_card,gift_wrap
104234,1561,29-Jun-2025,2025-07-08,shipped,96.30,credit_card,fragile
104235,1610,01/02/2025,2025-02-05,shipped,973.33,credit_card,delay_expected
104236,1571,09-Nov-2024,22/11/2024,delivered,490.53,credit_card,
104237,1441,2025/05/29,12-Jun-2025,delivered,227.53,credit_card,gift_wrap
104238,1700,02-Aug-2025,,shipped,514.91,pix,gift_wrap
104239,1789,2024/08/28,2024/09/05,shipped,788.17,boleto,
104240,1569,2025-02-16,,shipped,748.14,pix,fragile
104241,1093,31/12/2024,01-03-2025,cancelled,443.56,paypal,
104242,1134,03/12/2024,2024-12-05,shipped,752.44,pix,first-time customer
104243,1889,2023/05/24,2023-06-02,delivered,535.40,boleto,
104244,1024,05-27-2025,2025/06/02,pending,399.26,credit_card,
104245,1230,2023-04-10,,delivered,74.10,boleto,
104246,1230,11/02/2024,2024-02-20,shipped,451.54,credit_card,first-time customer
104247,1579,30-Oct-2024,11-01-2024,pending,866.25,pix,fragile
104248,1084,05/06/2025,2025/06/06,pending,493.47,credit_card,gift_wrap
104249,1373,19-Feb-2023,20/02/2023,returned,887.98,boleto,first-time customer
104250,1114,2025/09/04,2025-09-11,pending,843.87,pix,fragile
104251,1496,2023-09-08,09-14-2023,pending,225.23,boleto,
